"Bacteroidales"	"Clostridiales"	"Erysipelotrichales"	"Enterobacteriales"	"Lactobacillales"	"Selenomonadales"	"Unclassified_Bacteria"	"Burkholderiales"	"Bifidobacteriales"	"Verrucomicrobiales"	"Unclassified_Firmicutes"	"Rhizobiales"
0.783999307587605	0.0703377257620336	0	0	0.000380517494622428	0.000380517494622428	0.00152206942752544	0.0578064609798797	0	0	0	0.00190258637118424
0.834069015213999	0.0433300932913144	0.00145692900561122	0	0.000182116189122616	0.00030352697888825	0.00418866012471111	0.0133547903005235	6.07053966724828e-05	0	0.00030352697888825	0.000789170075312514
0.530624111454002	0.171461369533681	0.0241522411793168	0	0.00483089908412044	0.0177124393694894	0.00611912445373646	0.0051529562616202	0.0209324487694104	0.1743171324882	0.00289854666591085	0.0119159820952091
0.832586521184086	0.0521319455360089	0.00602950823553877	0	0.00331624354476794	0.000301477233901692	0.00180886244438285	0.00180886244438285	0.000301477233901692	0	0.000602954440402568	0.000301477233901692
0.513700798430376	0.367267763731039	0.00749725214942014	0.000357015344075928	0.000357015344075928	0.0121382238870532	0.0135661672376654	0.00214209047177825	0.000357015344075928	0.0174928600813835	0.00142806092125253	0.0192776349518466
0.82949017198304	0.0629453236927314	0.000752478682529139	0	8.8526912065672e-05	0.00199185420697105	0.00225743434330481	4.42634560761977e-05	0	8.8526912065672e-05	0.000841005566583187	0.00115084960431554
0.600815552584942	0.234123588845857	0.00630551166120554	0	0.00144343944406263	0.00235508404949561	0.0902822262917732	0.016408896698048	0.00326672669763641	0.00167135073748294	0.00144343944406263	0
0.798237656045041	0.0578206208388459	0.00863899174584155	0.000291205587031611	9.70685302300152e-05	0.0117450221455001	0.00155309586174695	0.0308628928506404	0	9.70685302300152e-05	0.000582411149368789	0.000194137059545422
0.752357067883438	0.155875424841692	0.00494231925333608	0.0010982974178552	0	0.00219659351088401	0.00796257373873168	0	0.000549148791729417	0	0.000274574406214941	0
0.792306351876306	0.0681650739638503	0.00458309694685705	0.00149832484040477	8.81367881813254e-05	0.00414241720282422	0.00528818265046315	0.00995929243700479	0	0	0.00193900812746755	0.000528820705125037
0.0981103137363667	0.606619397554277	0.047481884077918	0.145687378375077	0.0232030600979943	0.0174302101130657	0.00326832406475167	0.000108944329232145	0.00119838733708371	0	0.00196099667321945	0.00119838733708371
0.752064014450797	0.12904458945525	0.00259547354125922	0	0.00148312885930771	0.000370782342264272	0.0218744142050467	0.00741557905022883	0	0.00667403276698342	0.000741564633553569	0
0.461983477194123	0.467211820682504	0.00735963917332537	0	0.00155686017356776	7.07664000541612e-05	0.00629816797184058	0	0	0	0.00870415730560206	0.0123130424851975
0.54120740963719	0.383031859001408	0.0124429276119564	0.00269042890492615	0.00269042890492615	0.00151336750707569	0.00470823886865182	0.00100891188533663	0.000336304012493673	0	0.00218597438147365	0.00672602966287063
0.0635694446205084	0.297377204853084	0.378267687378304	0.00340779347990875	0.189325103032767	0	0.0056796362569608	0.00113593311428553	0.0102232221474876	0	0.0132521679557929	0.000757288833335057
