"Bacteroidetes"	"Firmicutes"	"Proteobacteria"	"Unclassified_Bacteria"	"Actinobacteria"	"Verrucomicrobia"	"Fusobacteria"	"Spirochaetes"	"TM7"	"Lentisphaerae"	"Cyanobacteria_Chloroplast"
0.556199677938808	0.222222222222222	0.0186795491143317	0.00611916264090177	0.0215780998389694	0.175201288244766	0	0	0	0	0
0.711360799001248	0.268081564710778	0.0184769038701623	0.00141489804411153	0.000665834373699542	0	0	0	0	0	0
0.722930173634399	0.21708025933378	0.0508979804754453	0.00797376853714882	0.000894254415381176	0	7.45212012817647e-05	0	0.000149042402563529	0	0
0.368940016433854	0.548069022185703	0.0180772391125719	0.0427280197206245	0.0221857025472473	0	0	0	0	0	0
0	0.999807987711213	0.000192012288786482	0	0	0	0	0	0	0	0
0.719879518072289	0.230636833046472	0.0196500286861733	0.0174985656913368	0.00487664945496271	0.00731497418244406	0.000143430866322433	0	0	0	0
0.932167621344589	0.0630087428399156	0.00211034066927947	0.00180886343081097	0.000904431715405487	0	0	0	0	0	0
0.837684353280217	0.104254958467537	0.0567892863197152	0.00101712154602475	0.000254280386506187	0	0	0	0	0	0
0	0.907178543255325	0.08125164343939	0.0115698133052853	0	0	0	0	0	0	0
0.714699977693509	0.201427615436092	0.0818648226633951	0.000669194735668079	0.000669194735668079	0	0	0	0.000669194735668079	0	0
0.0982677851617823	0.73504739078331	0.158078222028543	0.00326832988342957	0.00206994225950539	0	0.00315938555398192	0	0.000108944329447652	0	0
0.802934407364787	0.15671749136939	0.0384062140391254	0.00172612197928654	0.000215765247410817	0	0	0	0	0	0
0.809007232084155	0.186719263642341	0.00164365548980934	0.000986193293885602	0.00164365548980934	0	0	0	0	0	0
0.7867457452295	0.196493037648272	0.0110881897885508	0.00283651366683858	0.00244971634863332	0.00038679731820526	0	0	0	0	0
0.731723237597911	0.245757180156658	0.0205613577023499	0.00195822454308094	0	0	0	0	0	0	0
0.904607631389489	0.0910727141828654	0.000359971202303816	0.00251979841612671	0.00143988480921526	0	0	0	0	0	0
0.773404599935212	0.216391318432135	0.00988014253320376	0.000161969549724652	0.000161969549724652	0	0	0	0	0	0
0.0576779026217228	0.913857677902622	0.00561797752808989	0.00262172284644195	0.0187265917602996	0.00112359550561798	0	0	0.000374531835205993	0	0
0.849557522123894	0.066712049012934	0.0139550714771954	0.000340367597004765	0	0	0.0694349897889721	0	0	0	0
0.971497390606182	0.0272982737856283	0	0	0.000401445202729827	0.000802890405459655	0	0	0	0	0
0.652252252252252	0.314414414414414	0.0207207207207207	0.00675675675675676	0.00540540540540541	0.00045045045045045	0	0	0	0	0
0.868277474668745	0.0731544371450841	0.0561184723304754	0.0022269235051776	0.00022269235051776	0	0	0	0	0	0
0.374089847506526	0.59870861382058	0.00783074598159088	0.0021981041351834	0.0170353070476714	0	0	0	0.000137381508448963	0	0
0.646227106227106	0.332967032967033	0.00937728937728938	0.00373626373626374	0.00761904761904762	0	0	0	7.32600732600733e-05	0	0
0.913828598317746	0.0858184812658079	0	0.000352920416446091	0	0	0	0	0	0	0
0.170458086631349	0.706762231224681	0.107198504206918	0.0105952009971954	0.00311623558741041	0	0	0	0.00186974135244624	0	0
0.837426173453528	0.13941560460056	0.0217594031706559	0.00139881877525645	0	0	0	0	0	0	0
0.220070422535211	0.68705985915493	0.0642605633802817	0.0118838028169014	0.00792253521126761	0.00880281690140845	0	0	0	0	0
0.563654943370519	0.369070935876692	0.0544153964063698	0.00919696840671038	0.00272502767606234	0	0	0	0	0.000936728263646428	0
0.918135526831179	0.0709753231492362	0.00133176654915785	0.00101840971406189	0	0.00689385037211124	0.00164512338425382	0	0	0	0
0.278042328042328	0.653703703703704	0.0103174603174603	0.00555555555555556	0.0523809523809524	0	0	0	0	0	0
0.856349687058348	0.112961841308298	0.000252372299616394	0.00232182515647083	0.000201897839693115	0.0279123763375732	0	0	0	0	0
0.0926350245499182	0.823567921440262	0.0206219312602291	0.0490998363338789	0.0134206219312602	0.000654664484451719	0	0	0	0	0
0.00237691001697793	0.992529711375212	0.00033955857385399	0.00271646859083192	0.00203735144312394	0	0	0	0	0	0
0.822671413804985	0.165671298954864	0.00815435856207649	0.00212472723096359	0.00132077638681521	0	0	0	5.74250602963133e-05	0	0
0.763546243100146	0.200180241072434	0.0332882730652247	0.00264729075137997	0.000337952010814464	0	0	0	0	0	0
0.849579174006655	0.142982971227246	0.00244666275200626	0.00450185946369152	0.000293599530240752	0	0.000195733020160501	0	0	0	0
0.824990730441231	0.134593993325918	0.010752688172043	0.0218761586948461	0.000741564701520208	0.00667408231368187	0.000370782350760104	0	0	0	0
0	0.465568458007021	0.313529570618418	0.0305157980016203	0.190386173372941	0	0	0	0	0	0
0.955721362607792	0.0404868203779585	0.00229343771023179	0.000825637575683444	0.000642162558864901	0	3.05791694697572e-05	0	0	0	0
0.825370675453048	0.163920922570016	0.0013728720483251	0.00796265788028556	0.0013728720483251	0	0	0	0	0	0
0.886138613861386	0.0789167152009319	0.0329062317996506	0.0015530964861192	0.00029120559114735	9.706853038245e-05	0	0	0	9.706853038245e-05	0
0.00341296928327645	0.974868135277692	0.00713620850139622	0.00651566863170959	0.00806701830592616	0	0	0	0	0	0
0.866818873668189	0.0711567732115677	0.0605022831050228	0.0015220700152207	0	0	0	0	0	0	0
0.838704177323103	0.129326513213981	0.0277919863597613	0.00289855072463768	0.00127877237851662	0	0	0	0	0	0
0.886039132734003	0.0789705623127093	0.0130442446677243	0.00528820729772607	0	0	0	0.0166578529878371	0	0	0
0.663512957630605	0.290004113533525	0.0436034553681613	0.00246812011517894	0.000411353352529823	0	0	0	0	0	0
0.617574257425743	0.349422442244224	0.021039603960396	0.00577557755775578	0.0033003300330033	0.00288778877887789	0	0	0	0	0
0.7223532881156	0.223901503981127	0.0462253022707166	0.00427602477145385	0.00317015629607785	0	0	0	7.37245650250664e-05	0	0
0.886416318961521	0.0989800649049606	0.0104311543810848	0.00417246175243394	0	0	0	0	0	0	0
0.77810650887574	0.216917697686928	0.00215169445938677	0.00228617536309844	0.000537923614846692	0	0	0	0	0	0
0.537665119600143	0.398072117101035	0.0232059978579079	0.0135665833630846	0.000714030703320243	0.0174937522313459	0	0	0.00928239914316316	0	0
0.638152396870014	0.248955405302743	0.0173972498670516	0.0904049228899187	0.00334270303122389	0.00167135151561194	0	0	7.59705234369065e-05	0	0
0.837823222888605	0.0793432307541048	0.0571723527676728	0.00221217186117393	0.000589912496313047	0	0.022564152983974	0	0.000294956248156523	0	0
0.695088595552384	0.278986799857296	0.0129623022951599	0.00832441431799263	0.000832441431799263	0	0.00368652634082531	0	0.000118920204542752	0	0
