"feature","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","i.baseMean","baseVar","allZero","dispGeneEst","dispGeneIter","dispFit","dispersion","dispIter","dispOutlier","dispMAP","Intercept","DietStatus_before.diet_vs_after.diet","SE_Intercept","SE_DietStatus_before.diet_vs_after.diet","WaldStatistic_Intercept","WaldStatistic_DietStatus_before.diet_vs_after.diet","WaldPvalue_Intercept","WaldPvalue_DietStatus_before.diet_vs_after.diet","betaConv","betaIter","deviance","maxCooks","replace"
"Lactobacillus",1.14306439925637,0.955596190562926,1.55199278707055,0.615722056522345,0.538077977475143,0.821818391619402,1.14306439925637,8.01246513474119,FALSE,7.93969843012367,9,15.9821617900746,8.61577323877246,9,FALSE,8.61577323877246,-0.163535029279085,0.955596190562926,1.11925846304506,1.55199278707055,-0.146110156571139,0.615722056522345,0.883834428680378,0.538077977475143,TRUE,9,88.987624379397,NA,TRUE
"Turicibacter",1.32640229889615,-1.22360749011468,2.00001177219124,-0.611800143943189,0.540669994486449,0.821818391619402,1.32640229889615,24.2122585207876,FALSE,14.8482785844609,7,15.1841876737276,14.8861826506261,4,FALSE,14.8861826506261,0.979297407836159,-1.22360749011468,1.42050554946898,2.00001177219124,0.689400620928403,-0.611800143943189,0.490571192789378,0.540669994486449,TRUE,10,71.1100464474854,NA,TRUE
"Unclassified_Clostridiales",47.7834460992675,-0.366417017834475,0.63900261219238,-0.573420219014942,0.566360203504882,0.827757220507135,47.7834460992675,5879.98966913829,FALSE,1.53688270250446,8,3.6677578080228,1.57956495379345,9,FALSE,1.57956495379345,5.76701994778203,-0.366417017834475,0.457414448503873,0.63900261219238,12.6078657258095,-0.573420219014942,1.91098167026087e-36,0.566360203504882,TRUE,6,319.480139134099,NA,FALSE
"Flavonifractor",10.2814540046122,0.394699611548152,0.743543005498183,0.530836291417601,0.595532228858532,0.838156470245342,10.2814540046122,182.330118659466,FALSE,1.92764677235263,11,6.94590754060368,2.03111050768637,10,FALSE,2.03111050768637,3.16332792056452,0.394699611548152,0.533786728335028,0.743543005498183,5.92620189421248,0.530836291417601,3.10021395770515e-09,0.595532228858532,TRUE,6,219.73256488944,NA,FALSE
"Unclassified_Enterobacteriaceae",2.31652898096715,-1.00724647539124,2.12225077850178,-0.474612371730315,0.635063286480598,0.861871603080812,2.31652898096715,47.1967071955722,FALSE,18.0542422379421,9,12.014750741299,17.2011339611141,9,FALSE,17.2011339611141,1.74333664870845,-1.00724647539124,1.51398755780622,2.12225077850178,1.15148677393001,-0.474612371730315,0.249532033354893,0.635063286480598,TRUE,14,84.1296370147906,NA,TRUE
"Erysipelotrichaceae_incertae_sedis",16.167535642524,0.311242928476705,0.847097794783709,0.367422664057549,0.713303768553419,0.898763385525666,16.167535642524,879.364273997921,FALSE,2.6459185011067,11,6.26592706283003,2.73033820949625,7,FALSE,2.73033820949625,3.78596825469373,0.311242928476705,0.607811962240052,0.847097794783709,6.22884788371191,0.367422664057549,4.69877736056148e-10,0.713303768553419,TRUE,7,234.071410460806,NA,TRUE
"Alistipes",111.118278891044,0.475362421285276,1.4639176620141,0.324719370235112,0.745393473113427,0.898763385525666,111.118278891044,40724.6376753297,FALSE,8.89197725095928,12,2.94698449995836,8.47003350528191,9,FALSE,8.47003350528191,6.53221373078416,0.475362421285276,1.05076020009065,1.4639176620141,6.21665507526894,0.324719370235112,5.07864449691289e-10,0.745393473113427,TRUE,100,269.800344578385,NA,TRUE
"Sutterella",22.4741643570898,-0.534200410518527,1.65323826272194,-0.323123667388997,0.74660158687947,0.898763385525666,22.4741643570898,3816.28162643091,FALSE,11.1618694472143,10,5.47530452741748,10.7399291643505,10,FALSE,10.7399291643505,4.74437588054815,-0.534200410518527,1.18528390927357,1.65323826272194,4.00273372769894,-0.323123667388997,6.26147598337504e-05,0.74660158687947,TRUE,100,165.360795596698,NA,TRUE
"Ruminococcus",17.4081038683198,-0.215920472366453,0.697382660186077,-0.30961548758445,0.756853377284772,0.898763385525666,17.4081038683198,427.994810001913,FALSE,1.74211379824007,12,6.10860011590853,1.82922125415921,8,FALSE,1.82922125415921,4.24617296289609,-0.215920472366453,0.498262511314842,0.697382660186077,8.52195954235261,-0.30961548758445,1.56876193973541e-17,0.756853377284772,TRUE,7,254.465049205581,NA,TRUE
"Unclassified_Lactobacillales",0.25205540993809,-0.493567705527015,2.4047388901822,-0.20524794086464,0.8373784152582,0.937172559530245,0.25205540993809,1.27747026585843,FALSE,21.392462848696,9,20.5621767956041,21.1695371104674,4,FALSE,21.1695371104674,-1.44077892761332,-0.493567705527015,1.72217733271739,2.4047388901822,-0.836603118762426,-0.20524794086464,0.402815691957486,0.8373784152582,TRUE,10,35.4303841842629,NA,TRUE
"Odoribacter",2.18614605810366,0.512924325097349,2.66992464327117,0.192111910869858,0.847654545165856,0.937172559530245,2.18614605810366,58.8796673246606,FALSE,32.0497036259223,11,12.3487456121377,27.5885518093176,8,FALSE,27.5885518093176,0.924289034880287,0.512924325097349,1.91676872911559,2.66992464327117,0.48221207954846,0.192111910869858,0.629655296616926,0.847654545165856,TRUE,10,67.7756194089375,NA,TRUE
"Megamonas",0.00705940816819311,0.511148096304436,2.96625707264877,0.172320902668088,0.86318525219891,0.937172559530245,0.00705940816819311,0.00164456304161,FALSE,1e-08,1,5.33216686823621,33,9,FALSE,33,-2.44284331031235,0.511148096304436,2.12914759581624,2.96625707264877,-1.1473339448672,0.172320902668088,0.251243629913362,0.86318525219891,TRUE,9,11.4159919827624,NA,TRUE
"Unclassified_Firmicutes",10.1518457704787,-0.0913404917646099,0.687767807109405,-0.132807163726522,0.894345888715811,0.942612991510801,10.1518457704787,172.605789705718,FALSE,1.61302209056227,11,6.95792222573026,1.71893838845262,9,FALSE,1.71893838845262,3.43225265286175,-0.0913404917646099,0.490744924007609,0.687767807109405,6.99396465445363,-0.132807163726522,2.67224908530746e-12,0.894345888715811,TRUE,6,223.55560450269,NA,TRUE
"Parasutterella",2.30661886502175,0.300647371036875,2.91336164328831,0.103196035318682,0.917807386471043,0.942612991510801,2.30661886502175,63.1843585766215,FALSE,33,6,12.0394521528203,33,10,FALSE,33,1.1139518826417,0.300647371036875,2.09037465304973,2.91336164328831,0.532895804594891,0.103196035318682,0.594105709578393,0.917807386471043,TRUE,8,49.2189317643336,NA,TRUE
"Streptococcus",4.07617995733052,-0.0128984574115107,0.881310195436697,-0.0146355477087377,0.988322939315412,0.988322939315412,4.07617995733052,62.2040530704185,FALSE,2.55790545934529,10,8.93314546953825,2.72807572678184,10,FALSE,2.72807572678184,2.11615202088764,-0.0128984574115107,0.628524013622212,0.881310195436697,3.36685945966035,-0.0146355477087377,0.000760294241953798,0.988322939315412,TRUE,9,164.587313862742,NA,TRUE
