"Bacteroidales"	"Clostridiales"	"Erysipelotrichales"	"Lactobacillales"	"Selenomonadales"	"Enterobacteriales"	"Burkholderiales"	"Unclassified_Bacteria"	"Bifidobacteriales"	"Verrucomicrobiales"	"Unclassified_Firmicutes"	"Rhizobiales"	"Unclassified_Alphaproteobacteria"	"Coriobacteriales"	"Pasteurellales"	"Desulfovibrionales"	"Spirochaetales"	"Unclassified_Bacteroidetes"	"Actinomycetales"	"TM7_order_incertae_sedis"	"Fusobacteriales"	"Unclassified_Proteobacteria"	"Unclassified_Bacilli"	"Campylobacterales"	"Bacillales"	"Unclassified_Clostridia"	"Pseudomonadales"	"Victivallales"	"Flavobacteriales"	"Aeromonadales"	"Unclassified_Actinobacteria"	"Caulobacterales"	"Chloroplast_order_incertae_sedis"	"Sphingomonadales"	"Unclassified_Gammaproteobacteria"	"Unclassified_Betaproteobacteria"
0.610748560460653	0.289059500959693	0.00844529750479846	0.00307101727447217	0.0598848368522073	0.000383877159309021	0.0103646833013436	0.00690978886756238	0.00115163147792706	0	0.000383877159309021	0	0	0.00614203454894434	0.000767754318618042	0	0	0.000767754318618042	0	0	0	0.000767754318618042	0.000767754318618042	0	0	0.000383877159309021	0	0	0	0	0	0	0	0	0	0
0.718588640275387	0.225186460126219	0.00129087779690189	0.000860585197934596	0.00057372346528973	0.000286861732644865	0.00129087779690189	0.0174985656913368	0.00372920252438325	0.00731497418244406	0.00272518646012622	0.0107573149741824	0.00057372346528973	0.00114744693057946	0	0.00645438898450947	0	0.00129087779690189	0	0	0.000143430866322433	0.000143430866322433	0	0.000143430866322433	0	0	0	0	0	0	0	0	0	0	0	0
0.615089514066496	0.298806479113384	0.00767263427109974	0.00213128729752771	0.0245098039215686	0.00532821824381927	0.000852514919011083	0.00490196078431373	0.000213128729752771	0.0223785166240409	0.00916453537936914	0.00404944586530264	0	0.00298380221653879	0	0	0	0.000426257459505541	0	0	0	0	0	0.000426257459505541	0.000426257459505541	0.000213128729752771	0.000426257459505541	0	0	0	0	0	0	0	0	0
0.504969110932044	0.455009401020682	0.0088638195004029	0.0029546065001343	0.0005372011818426	0	0.0016116035455278	0.0163846360461993	0.005372011818426	0.0002686005909213	0.0024174053182917	0	0	0	0	0	0	0.0002686005909213	0	0.0002686005909213	0	0	0	0	0	0.0002686005909213	0.0005372011818426	0	0	0	0.0002686005909213	0	0	0	0	0
0.904607631389489	0.0881929445644348	0.00143988480921526	0	0.000719942404607631	0	0	0.00251979841612671	0.00143988480921526	0	0.000719942404607631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000359971202303816	0	0	0	0	0	0	0	0	0
0.41119170984456	0.501139896373057	0.00207253886010363	0.000207253886010363	0.00103626943005181	0.000414507772020725	0.00518134715025907	0.0397927461139896	0.00953367875647668	0	0.0105699481865285	0.00932642487046632	0	0.00787564766839378	0.00124352331606218	0	0	0	0.000207253886010363	0	0	0.000207253886010363	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.646153846153846	0.315164835164835	0.0137728937728938	0.000366300366300366	0.00153846153846154	0.000659340659340659	0.00608058608058608	0.00373626373626374	0.00593406593406593	0	0.00205128205128205	0.00146520146520147	0	0.00139194139194139	0.000952380952380952	0.00021978021978022	0	7.32600732600733e-05	0	7.32600732600733e-05	0	0	0	0	7.32600732600733e-05	0	0	0	0	0	0.000293040293040293	0	0	0	0	0
0.411209165505496	0.499612943180059	0.0100634773184704	0.0013934045517882	0.00170305000774114	0	0.0257005728440935	0.00696702275894101	0	0	0.0250812819321876	0.00882489549465862	0.000154822727976467	0.00123858182381174	0.000619290911905868	0.00510915002322341	0	0.000154822727976467	0.000154822727976467	0.000154822727976467	0	0	0	0	0.000154822727976467	0	0.000154822727976467	0.000774113639882335	0.000309645455952934	0	0	0.000309645455952934	0	0	0	0.000154822727976467
0.822384288503503	0.150223957735156	0.00235442747214885	0.000287125301481567	0.0113127368783737	0	0.00178017686918571	0.00212472723096359	0.000803950844148386	0	0.00149305156770415	0.00568508096933502	0	0.00034455036177788	0.000631675663259446	0	0	0.000287125301481567	0	5.74250602963133e-05	0	5.74250602963133e-05	0	0	0	0	0	0	0	0	0.00017227518088894	0	0	0	0	0
0.783704216815309	0.170923889514244	0.0123820244176985	0.000432937916702745	0.00242445233353537	8.6587583340549e-05	0.0138540133344878	0.00086587583340549	0.000606113083383843	0	0.00614771841717898	0.00744653216728721	0	8.6587583340549e-05	0.000259762750021647	0	0	8.6587583340549e-05	0	0	0	0	0	0.000259762750021647	0	0.000346350333362196	0	8.6587583340549e-05	0	0	0	0	0	0	0	0
0.971497390606182	0.0252910477719791	0	0.00160578081091931	0	0	0	0	0	0.000802890405459655	0	0	0	0	0	0	0	0	0.000401445202729827	0	0	0	0	0	0.000401445202729827	0	0	0	0	0	0	0	0	0	0	0
0.866818873668189	0.0703957382039574	0	0.000380517503805175	0.000380517503805175	0	0.0578386605783866	0.0015220700152207	0	0	0	0.00190258751902588	0	0	0	0	0	0	0	0	0	0	0	0.000380517503805175	0	0	0.000380517503805175	0	0	0	0	0	0	0	0	0
0.934195349966612	0.043343653250774	0.00145692952103442	0.000182116190129302	0.000303526983548838	0	0.0133551872761488	0.00418867237297396	6.07053967097675e-05	0	0.000303526983548838	0.000789170157226977	0	0.000364232380258605	0.000546348570387907	0	0	0.000121410793419535	0	0	0.000121410793419535	0	0	0	0.000121410793419535	0	0.000364232380258605	0	0.000121410793419535	0	0	0	0	0	6.07053967097675e-05	0
0.555877616747182	0.172302737520129	0.0241545893719807	0.00483091787439614	0.0177133655394525	0	0.00515297906602254	0.00611916264090177	0.0209339774557166	0.175201288244766	0.00289855072463768	0.0119162640901771	0	0.000644122383252818	0.000322061191626409	0.000644122383252818	0	0	0	0	0	0	0	0.000644122383252818	0.000322061191626409	0	0	0	0.000322061191626409	0	0	0	0	0	0	0
0.932167621344589	0.0521555622550497	0.00602954476936991	0.00331624962315345	0.000301477238468496	0	0.00180886343081097	0.00180886343081097	0.000301477238468496	0	0.000602954476936991	0.000301477238468496	0	0.000602954476936991	0	0	0	0	0	0	0	0	0	0	0	0.000602954476936991	0	0	0	0	0	0	0	0	0	0
0.536594073545162	0.375580149946448	0.00749732238486255	0.000357015351660121	0.0121385219564441	0.000357015351660121	0.00214209210996073	0.0135665833630846	0.000357015351660121	0.0174937522313459	0.00142806140664049	0.0192788289896466	0	0.000357015351660121	0.000357015351660121	0.000714030703320243	0	0	0	0.00928239914316316	0	0	0	0	0.000357015351660121	0.000714030703320243	0	0	0.00107104605498036	0	0	0	0	0.000357015351660121	0	0
0.927939093484419	0.0629868980169972	0.000752478753541076	8.85269121813031e-05	0.00199185552407932	0	4.42634560906516e-05	0.00225743626062323	0	8.85269121813031e-05	0.00084100566572238	0.00115084985835694	0	0	0	0	0	0.00181480169971671	0	0	0	0	0	0	0	4.42634560906516e-05	0	0	0	0	0	0	0	0	0	0
0.885750339739856	0.0578528441079402	0.00863909920403805	9.706853038245e-05	0.0117452921762765	0.00029120559114735	0.0308677926616191	0.0015530964861192	0	9.706853038245e-05	0.0005824111822947	0.0001941370607649	0	0	0	0.00067947971267715	0	0.0003882741215298	0.00029120559114735	0	0	0.00087361677344205	0	0	0	0	0	9.706853038245e-05	0	0	0	0	0	0	0	0
0.877842411422528	0.0682178741406663	0.00458311299136259	8.81367882954345e-05	0.00414242904988542	0.00149832540102239	0.0099594570773841	0.00528820729772607	0	0	0.00193900934249956	0.000528820729772607	0	0	0	0	0.0166578529878371	0.00819672131147541	0	0	0	8.81367882954345e-05	0	0	0	0	0	0	0	0.00096950467124978	0	0	0	0	0	0
0.0982677851617823	0.644514653012311	0.0474997276391764	0.0232051421723499	0.0174310927116244	0.146203290118749	0.000108944329447652	0.00326832988342957	0.00119838762392417	0	0.00196099793005774	0.00119838762392417	0	0.000217888658895305	0.00827976903802157	0	0	0	0.000653665976685913	0.000108944329447652	0.00315938555398192	0.000108944329447652	0	0.00196099793005774	0.000108944329447652	0.000326832988342957	0.000108944329447652	0	0	0	0	0	0	0	0.000108944329447652	0
0.824990730441231	0.129403040415276	0.00259547645532073	0.00148312940304042	0.000370782350760104	0	0.00741564701520208	0.0218761586948461	0	0.00667408231368187	0.000741564701520208	0	0	0.000370782350760104	0	0.00259547645532073	0	0	0.000370782350760104	0	0.000370782350760104	0	0	0	0	0	0.000741564701520208	0	0	0	0	0	0	0	0	0
0.478593163965749	0.484396008775034	0.00735970561177553	0.00155686080249098	7.07664001132262e-05	0	0	0.00629820961007714	0	0	0.00870426721392683	0.0123133536197014	0.000141532800226452	0.000212299200339679	0	0	0	0.000141532800226452	0.000141532800226452	0	0	0	0	0	0	7.07664001132262e-05	0	0	0	0	0	0	0	0	0	0
0.568017487808979	0.39246678997814	0.0124432486968219	0.0026904321506642	0.00151336808474861	0.0026904321506642	0.00100891205649908	0.00470825626366235	0.000336304018833025	0	0.00218597612241466	0.0067260803766605	0	0.000504456028249538	0	0.00235412813183118	0	0	0.000504456028249538	0.000336304018833025	0	0	0	0.000336304018833025	0.000336304018833025	0.000840760047082563	0	0	0	0	0	0	0	0	0	0
0.0636122680802726	0.301779628928436	0.387353275274517	0.190458159787959	0	0.00340780007572889	0.0011359333585763	0.00567966679288148	0.0102234002271867	0	0.0132525558500568	0.000757288905717531	0	0.00795153351003408	0.0011359333585763	0	0	0.000757288905717531	0.00681560015145778	0	0	0	0.00454373343430519	0	0.0011359333585763	0	0	0	0	0	0	0	0	0	0	0
