"Bacteroides.Otu0863"	"Bacteroides.Otu2654"	"Prevotella.Otu1987"	"Bacteroides.Otu2625"	"Erysipelotrichaceae_incertae_sedis.Otu0818"	"Bacteroides.Otu1201"	"Clostridium_XI.Otu1804"	"Escherichia_Shigella.Otu2393"	"Akkermansia.Otu1935"	"Prevotella.Otu1994"	"Bacteroides.Otu2120"	"Lachnospiraceae.Otu2512"	"Clostridium_XlVa.Otu0236"	"Lachnospiracea_incertae_sedis.Otu0113"	"Lachnospiracea_incertae_sedis.Otu1990"	"Bacteroides.Otu1976"	"Lachnospiracea_incertae_sedis.Otu2746"	"Parabacteroides.Otu1107"	"Bacteroides.Otu2534"	"Bacteroides.Otu1800"
4.88976951465048	3.83467675207015	22.8371525570831	3.06373972764941	1.98448487983925	3.35240198083352	5.14723997126872	0.924504495350361	0.633933031070903	-0.300658456427807	4.03550341666372	5.76519938868023	3.49404333604364	3.55447217355208	2.31571965976404	-0.783659448225859	1.89119902356415	0.154396089793588	-0.906294922491642	-0.786285459173933
6.19601930287689	3.57369057520511	1.44703814006831	3.08506241849126	2.81973427490265	3.81308145240284	4.63670241539253	0.214955709454727	3.14204319423281	-0.147790894535707	1.79492261006758	0.363561238077785	3.67538438027235	3.37832635999299	0.979549693147186	-0.446644561559178	0.0529593496552578	-0.6233002598766	-0.544186539480673	-0.427598517312982
7.11153876231529	3.20729400199587	1.39468688261887	3.06810926040505	3.11021999606391	10.4733705184224	4.62531513157327	1.79287013156319	0.646622716709882	-0.262129835687462	1.77702839389467	1.07517049747288	4.56795039660008	2.79335051848547	-0.342887445959129	-0.69912932813759	-0.208185603261142	-0.88924295561398	-0.81547084820925	4.64436780085674
4.92351610716621	5.91513773564183	8.21979678716416	3.83115847155719	3.37033364943563	4.87096425281286	3.20234390606497	-0.0285637644014614	0.9459383885643	4.57262846423518	2.69685144251693	0.678156468690707	4.31946498138662	1.16675347229103	-0.494192566800226	-1.19442535602948	-0.472544151988505	4.2924549443188	-1.33603537439972	-0.214154690948714
3.77944390371122	2.94108206015894	1.36874040943248	3.06017708755563	2.49670163852066	3.80741965812485	4.33762911614722	0.0364371419764911	0.623265308324026	-0.336371130236863	1.76852232358743	2.93047662197135	3.83633154602363	4.87327810349289	1.75166833486365	-0.861842088812258	2.56967126602981	-1.06062862292019	-0.990298895854006	-0.869495707053234
6.11547421402211	4.36388637092484	6.58812979610226	5.80568858780341	1.98656865560406	6.41742841495141	4.34572845801943	0.0606451037560725	0.638194955926216	5.80957516942956	4.1171113588825	0.30282535913188	2.64386958552404	1.20273191297649	-0.391515595356252	-0.754342027575741	-0.265292089290211	-0.947398599324705	-0.874794581688695	-0.755082754568652
10.8261058192215	4.55084720970749	1.35112977862059	4.50855782585815	2.69920742042952	6.62598843143468	3.64544157718786	0.726762917614995	0.607107660396497	-0.398119606934017	1.7628877631775	0.267823932952452	4.2554593213819	2.1729277599235	0.386681036283936	-0.996739600655865	0.512196503284349	-1.20271643453005	-1.135240623411	-1.01306792864382
3.78730685927638	4.39735901764409	1.40811367816693	6.27083911657811	1.9967457365181	4.38539785855952	3.22151115354281	0.0931633326647623	0.658509138478407	-0.229171479567358	1.78152503688571	0.32566611223643	3.0938683834958	1.2170437876381	-0.268998557105153	-0.626633178442201	-0.133202847448255	-0.812882620129802	-0.737576771183858	-0.619161469318141
7.19692900455657	3.65275227568656	1.4728262218335	3.09388838842779	2.57714321132449	5.0278710793423	4.83971996692358	0.32192023220951	2.59217275121778	-0.102229455792394	1.80409132037738	2.811824255118	3.51833547486984	3.98493400737163	1.10368716594639	-0.345077321563613	3.12505184806314	-0.516319288433964	-0.435056793298107	-0.31949990164768
6.77072553293452	3.94995184571206	1.31795740847297	4.95816249361813	2.74626698662712	5.55493076789686	3.72105119713639	-0.0422758455562879	2.15536628531335	-0.491420110822551	1.7525817167343	1.36745328336681	5.15529509873099	2.15057379588655	-0.510501898903533	-1.22043741842292	0.176267481086775	-1.4803207241094	-1.36720209239323	-1.23289261595534
