"feature","Sample.type","visit","mean","sd","median","incidence"
"Veillonella","patient",2,0.00697983337651682,0.0192133270341404,0.000195733020160501,0.647058823529412
"Veillonella","patient",3,0.00788438769051552,0.0225364574804242,0.00046611260641083,0.642857142857143
"Veillonella","patient",4,0.00149937410467236,0.00291912962167088,0.000155424308361828,0.692307692307692
"Streptococcus","control",1,0.00543292422343064,0.0178726046524836,0.000357019203691059,0.777777777777778
"Streptococcus","control",2,0.00154092447523557,0.00125336089875517,0.00154092447523557,1
"Streptococcus","patient",1,0.00213366206151786,0.00485850383506212,0.000100948919846558,0.695652173913043
"Streptococcus","patient",2,0.00175214079390471,0.00318603900176656,0.00028162667567872,0.705882352941177
"Streptococcus","patient",3,0.00525041100580098,0.0163790107070889,0.000366821297273398,0.714285714285714
"Streptococcus","patient",4,0.00165462358557755,0.00282810148809951,0.000307668640873779,0.923076923076923
"Clostridium_sensu_stricto","control",1,0.00314203007066847,0.00732485113074537,0.000261370267112773,0.722222222222222
"Clostridium_sensu_stricto","control",2,0.00330265255642244,0.00181019171191049,0.00330265255642244,1
"Clostridium_sensu_stricto","patient",1,0.00334371110358896,0.00721106559002802,6.07053967097675e-05,0.521739130434783
"Clostridium_sensu_stricto","patient",2,0.0013288272979424,0.00479758615546204,0,0.352941176470588
"Clostridium_sensu_stricto","patient",3,0.00513988515501291,0.0111072132582262,0.000965921934056494,0.642857142857143
"Clostridium_sensu_stricto","patient",4,0.00281730997196392,0.00443206734815742,0.000554990287669966,0.615384615384615
"Unclassified_Clostridiaceae_1","control",1,0.000512386961615619,0.00134427474735501,2.87125301481567e-05,0.5
"Unclassified_Clostridiaceae_1","control",2,0.00182965746640607,0.000272937921699636,0.00182965746640607,1
"Unclassified_Clostridiaceae_1","patient",1,0.000275111758400047,0.000651990862662111,0,0.347826086956522
"Unclassified_Clostridiaceae_1","patient",2,0.000587525655434505,0.0021705886451094,0,0.352941176470588
"Unclassified_Clostridiaceae_1","patient",3,0.0119436295369458,0.0340117241617492,0.000513910941475747,0.571428571428571
"Unclassified_Clostridiaceae_1","patient",4,0.00390153512687502,0.0118332251312465,0.000155424308361828,0.538461538461538
"Klebsiella","control",1,0.00513026392575725,0.0215001831573671,0,0.166666666666667
"Klebsiella","control",2,0,0,0,0
"Klebsiella","patient",1,0.000372002651676675,0.00142790462663947,0,0.217391304347826
"Klebsiella","patient",2,8.82677671344446e-05,0.000238159958857084,0,0.235294117647059
"Klebsiella","patient",3,0.00391466031646611,0.0145398625330065,0,0.142857142857143
"Klebsiella","patient",4,0.00686782235473298,0.0211900329737181,0,0.461538461538462
"Gemmiger","control",1,0.00633691116526811,0.00606727381152008,0.00703918317051883,0.833333333333333
"Gemmiger","control",2,0.00229132569558101,0.00324042387450464,0.00229132569558101,0.5
"Gemmiger","patient",1,0.00179963049745513,0.0030596282655419,0.000301477238468496,0.565217391304348
"Gemmiger","patient",2,0.00274925874473746,0.00520039121698669,0.000386309201885189,0.647058823529412
"Gemmiger","patient",3,0.000644242323659205,0.00201718641839528,0,0.214285714285714
"Gemmiger","patient",4,0.00129645189761725,0.00315551619008147,0,0.461538461538462
"Barnesiella","control",1,0.00245033673553528,0.00516061501912217,0,0.444444444444444
"Barnesiella","control",2,0.00768608414239482,0.0108697644357155,0.00768608414239482,0.5
"Barnesiella","patient",1,0.00111584307801232,0.00351283759568054,0,0.260869565217391
"Barnesiella","patient",2,0.000855286171677548,0.00299559887476925,0,0.294117647058824
"Barnesiella","patient",3,0.00611392059168764,0.02283113916634,0,0.142857142857143
"Barnesiella","patient",4,0.000707520372975603,0.00245619278215851,0,0.230769230769231
"Phascolarctobacterium","control",1,0.00246095618099948,0.00594341522419543,0,0.222222222222222
"Phascolarctobacterium","control",2,0.0131472491909385,0.0185930181137239,0.0131472491909385,0.5
"Phascolarctobacterium","patient",1,0.00193384028615029,0.00475230347784117,0,0.391304347826087
"Phascolarctobacterium","patient",2,0.000743914838531117,0.00155288846143334,0,0.235294117647059
"Phascolarctobacterium","patient",3,0.00158841351320164,0.00434157034404177,0,0.142857142857143
"Phascolarctobacterium","patient",4,0.00253468799699606,0.00536803419486454,0,0.307692307692308
"Oscillibacter","control",1,0.00425630237513234,0.00588234008596342,0.00221586220515174,0.833333333333333
"Oscillibacter","control",2,0.00648176102627662,0.00685200586963272,0.00648176102627662,1
"Oscillibacter","patient",1,0.00226334773842009,0.00319756416983878,0.00103199174406605,0.782608695652174
"Oscillibacter","patient",2,0.000718304877473744,0.00139057167977662,0,0.470588235294118
"Oscillibacter","patient",3,0.00148893183271108,0.00337454815284825,0.000417972584761934,0.785714285714286
"Oscillibacter","patient",4,0.000618826908496987,0.00112655413498988,0.000249687890137328,0.615384615384615
"Turicibacter","control",1,0.000673589908599928,0.00143972135404405,4.2578557438474e-05,0.5
"Turicibacter","control",2,0.000606796116504854,0.00085813929755649,0.000606796116504854,0.5
"Turicibacter","patient",1,0.00102207263092022,0.00268092600478104,0,0.391304347826087
"Turicibacter","patient",2,0.00224099519936092,0.00813961367224594,0,0.235294117647059
"Turicibacter","patient",3,0.000487208094122082,0.00111392454757288,0,0.357142857142857
"Turicibacter","patient",4,0.00672164934858777,0.0238233426467686,7.69171602184447e-05,0.538461538461538
"Flavonifractor","control",1,0.00164559539389363,0.00309306609784873,0.00048977548977549,0.888888888888889
"Flavonifractor","control",2,0.00154092447523557,0.00125336089875517,0.00154092447523557,1
"Flavonifractor","patient",1,0.00193658822727366,0.00240986456793611,0.0013452160753321,0.782608695652174
"Flavonifractor","patient",2,0.0017611400470216,0.00272011589330034,0.000563253351357441,0.823529411764706
"Flavonifractor","patient",3,0.00226404076521068,0.00486705213837192,0.0012220484626872,0.857142857142857
"Flavonifractor","patient",4,0.00229641539543524,0.00441362890470586,0.000924983812783276,0.923076923076923
"Odoribacter","control",1,0.00351475551737219,0.00645961311359649,4.40683941477173e-05,0.5
"Odoribacter","control",2,0,0,0,0
"Odoribacter","patient",1,0.00192668482528423,0.00496038102692717,0,0.260869565217391
"Odoribacter","patient",2,0.000953103769805737,0.00229747787685988,0,0.176470588235294
"Odoribacter","patient",3,0.000145411349656748,0.000510835675257254,0,0.142857142857143
"Odoribacter","patient",4,0.00122973179374547,0.00237336785922798,0,0.230769230769231
"Unclassified_Burkholderiales","control",1,0.00141893604933237,0.00366931207480059,0,0.222222222222222
"Unclassified_Burkholderiales","control",2,0,0,0,0
"Unclassified_Burkholderiales","patient",1,0.00148881143591386,0.00414896075924164,0,0.173913043478261
"Unclassified_Burkholderiales","patient",2,0.00328798705764457,0.0135567179343324,0,0.0588235294117647
"Unclassified_Burkholderiales","patient",3,5.26604035893331e-06,1.97037188080525e-05,0,0.0714285714285714
"Unclassified_Burkholderiales","patient",4,1.92067607797945e-05,6.92509608271197e-05,0,0.0769230769230769
