"Bacteroidales"	"Clostridiales"	"Lactobacillales"	"Erysipelotrichales"	"Selenomonadales"	"Enterobacteriales"	"Burkholderiales"	"Verrucomicrobiales"	"Unclassified_Bacteria"	"Unclassified_Firmicutes"	"Rhizobiales"	"Bifidobacteriales"	"Pasteurellales"	"Unclassified_Bacilli"	"Coriobacteriales"	"Actinomycetales"	"Unclassified_Bacteroidetes"	"Unclassified_Proteobacteria"	"Desulfovibrionales"	"Bacillales"	"Campylobacterales"	"Fusobacteriales"	"Unclassified_Clostridia"	"Pseudomonadales"	"Unclassified_Alphaproteobacteria"	"Chloroplast_order_incertae_sedis"	"Flavobacteriales"	"TM7_order_incertae_sedis"	"Unclassified_Betaproteobacteria"	"Victivallales"	"Unclassified_Gammaproteobacteria"	"Unclassified_Actinobacteria"	"Caulobacterales"
0.802934407364787	0.149093785960875	7.1921749136939e-05	0.00481875719217491	0	0	0.0336593785960875	0	0.00172612197928654	0.00273302646720368	0.00244533947065593	7.1921749136939e-05	0.00208573072497123	0	0	0.000143843498273878	0	0	0	0	0	0	0	0	0	0	0	0	0.000215765247410817	0	0	0	0
0.731723237597911	0.212467362924282	0	0.0097911227154047	0.0231723237597911	0.0202349869451697	0	0	0.00195822454308094	0.000326370757180157	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000326370757180157	0	0	0	0	0	0	0	0	0
0.904607631389489	0.0881929445644348	0	0.00143988480921526	0.000719942404607631	0	0	0	0.00251979841612671	0.000719942404607631	0	0.00143988480921526	0	0	0	0	0	0	0	0	0	0	0	0.000359971202303816	0	0	0	0	0	0	0	0	0
0.769193391642371	0.120019436345967	0.00356333009394234	0.000971817298347911	0.0505344995140913	0.000485908649173955	0.00615484288953677	0	0.000161969549724652	0.0252672497570457	0.000161969549724652	0	0.00242954324586978	0.0160349854227405	0.000161969549724652	0	0.00421120829284095	0.000161969549724652	0	0	0.000485908649173955	0	0	0	0	0	0	0	0	0	0	0	0
0.971497390606182	0.0252910477719791	0.00160578081091931	0	0	0	0	0.000802890405459655	0	0	0	0	0	0	0	0.000401445202729827	0	0	0	0.000401445202729827	0	0	0	0	0	0	0	0	0	0	0	0	0
0.868277474668745	0.0702594365883532	0.000501057788664959	0.000890769402071039	0.000501057788664959	0.00022269235051776	0.0558957799799577	0	0.0022269235051776	0.000779423226812159	0	0.00022269235051776	0	5.56730876294399e-05	0	0	0	0	0	0	0	0	0.00016701926288832	0	0	0	0	0	0	0	0	0	0
0.763489917765011	0.192125718148023	0.00028162667567872	0.00270361608651571	0.00461867748113101	0	0.0199954939731891	0	0.00264729075137997	0.000394277345950208	0.0121662723893207	0.00028162667567872	0.000112650670271488	0	0	0	5.63253351357441e-05	0.000732229356764673	0.00028162667567872	5.63253351357441e-05	0	0	0	0	0	0	0	0	0	0	0	5.63253351357441e-05	0
0.849481307496575	0.141221374045802	0.000880798590722255	0.000391466040321002	0.000391466040321002	9.78665100802505e-05	0	0	0.00450185946369152	9.78665100802505e-05	0.000391466040321002	0.000195733020160501	0.00117439812096301	0	9.78665100802505e-05	0	0	0	0.000391466040321002	0	0.000391466040321002	0.000195733020160501	0	0	0	0	9.78665100802505e-05	0	0	0	0	0	0
0.824990730441231	0.129403040415276	0.00148312940304042	0.00259547645532073	0.000370782350760104	0	0.00741564701520208	0.00667408231368187	0.0218761586948461	0.000741564701520208	0	0	0	0	0.000370782350760104	0.000370782350760104	0	0	0.00259547645532073	0	0	0.000370782350760104	0	0.000741564701520208	0	0	0	0	0	0	0	0	0
0.825370675453048	0.156507413509061	0	0.00494233937397035	0.00219659527732015	0.00109829763866008	0	0	0.00796265788028556	0.000274574409665019	0	0.000549148819330038	0	0	0.000549148819330038	0.000274574409665019	0	0	0	0	0	0	0	0.000274574409665019	0	0	0	0	0	0	0	0	0
0.885750339739856	0.0578528441079402	9.706853038245e-05	0.00863909920403805	0.0117452921762765	0.00029120559114735	0.0308677926616191	9.706853038245e-05	0.0015530964861192	0.0005824111822947	0.0001941370607649	0	0	0	0	0.00029120559114735	0.0003882741215298	0.00087361677344205	0.00067947971267715	0	0	0	0	0	0	0	0	0	0	9.706853038245e-05	0	0	0
0.00279242941358982	0.888923363326094	0.00806701830592616	0.00124107973937325	0.0707415451442755	0.000310269934843314	0	0	0.00651566863170959	0.00558485882717965	0	0.00775674837108284	0.00558485882717965	0	0.000310269934843314	0	0.000620539869686627	0	0	0.000310269934843314	0.000310269934843314	0	0	0.000930809804529941	0	0	0	0	0	0	0	0	0
0.866818873668189	0.0703957382039574	0.000380517503805175	0	0.000380517503805175	0	0.0578386605783866	0	0.0015220700152207	0	0.00190258751902588	0	0	0	0	0	0	0	0	0	0.000380517503805175	0	0	0.000380517503805175	0	0	0	0	0	0	0	0	0
0.838533674339301	0.124722932651321	8.52514919011083e-05	0.00298380221653879	0.000170502983802217	0.000170502983802217	0.0121909633418585	0	0.00289855072463768	0.00110826939471441	0.0153452685421995	0.00127877237851662	8.52514919011083e-05	0	0	0	0.000170502983802217	0	0	0	0	0	0.000255754475703325	0	0	0	0	0	0	0	0	0	0
0.663512957630605	0.0793911970382559	0.00164541341011929	0	0.20896750308515	0	0.0431921020156314	0	0.00246812011517894	0	0	0	0	0	0.000411353352529823	0	0	0.000411353352529823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.617574257425743	0.299092409240924	0.000412541254125413	0.0165016501650165	0.00288778877887789	0.000412541254125413	0.0185643564356436	0.00288778877887789	0.00577557755775578	0.0305280528052805	0.000412541254125413	0.00165016501650165	0.00165016501650165	0	0.00165016501650165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.637620603205956	0.236268327888779	0.00144343994530122	0.00630555344526324	0.0023550862265441	0	0.0164096330623718	0.00167135151561194	0.0904049228899187	0.00144343994530122	0	0.00326673250778698	0	0	7.59705234369065e-05	0	0.000531793664058345	0.000151941046873813	0	0	0	0	0.0011395578515536	0	0.000835675757805971	0	0	7.59705234369065e-05	0	0	0	0	0
